OrthoDB 12v0,OrthoDB 12v2,Human gene,Human paralogs,Total orthologs,Protein class
1930084at2759,740693at2759,Ppp4c,9,238,protein modifying enzyme
1930084at2759,267991at2759,Ppp4c,9,238,protein modifying enzyme
1930084at2759,5012403at2759,Ppp4c,9,238,protein modifying enzyme
1930084at2759,1331423at2759,Ppp4c,9,238,protein modifying enzyme
1930084at2759,4942532at2759,Ppp4c,9,238,protein modifying enzyme
1930084at2759,4894707at2759,Ppp4c,9,238,protein modifying enzyme
1933107at2759,5005150at2759,let,1,40,RNA metabolism
193499at2759,534808at2759,CPR1,5,276,chaperone
193499at2759,4817050at2759,CPR1,5,276,chaperone
193499at2759,4838409at2759,CPR1,5,276,chaperone
193499at2759,4399673at2759,CPR1,5,276,chaperone
193499at2759,4932579at2759,CPR1,5,276,chaperone
193499at2759,5014046at2759,CPR1,5,276,chaperone
193499at2759,493269at2759,CPR1,5,276,chaperone
193499at2759,4886716at2759,CPR1,5,276,chaperone
193499at2759,5020362at2759,CPR1,5,276,chaperone
193499at2759,604473at2759,CPR1,5,276,chaperone
193499at2759,5001639at2759,CPR1,5,276,chaperone
193499at2759,4841735at2759,CPR1,5,276,chaperone
193499at2759,541798at2759,CPR1,5,276,chaperone
193499at2759,1723623at2759,CPR1,5,276,chaperone
193499at2759,4517228at2759,CPR1,5,276,chaperone
193499at2759,783517at2759,CPR1,5,276,chaperone
193499at2759,617278at2759,CPR1,5,276,chaperone
193499at2759,3403645at2759,CPR1,5,276,chaperone
193499at2759,4981565at2759,CPR1,5,276,chaperone
193499at2759,4811540at2759,CPR1,5,276,chaperone
193499at2759,749132at2759,CPR1,5,276,chaperone
193499at2759,4747951at2759,CPR1,5,276,chaperone
193499at2759,802431at2759,CPR1,5,276,chaperone
193499at2759,5005347at2759,CPR1,5,276,chaperone
193499at2759,4916573at2759,CPR1,5,276,chaperone
193499at2759,787276at2759,CPR1,5,276,chaperone
193499at2759,4937225at2759,CPR1,5,276,chaperone
193499at2759,4763503at2759,CPR1,5,276,chaperone
193499at2759,5003331at2759,CPR1,5,276,chaperone
193499at2759,1436987at2759,CPR1,5,276,chaperone
193499at2759,5023756at2759,CPR1,5,276,chaperone
193499at2759,756042at2759,CPR1,5,276,chaperone
193499at2759,4808924at2759,CPR1,5,276,chaperone
193499at2759,615847at2759,CPR1,5,276,chaperone
193499at2759,4937134at2759,CPR1,5,276,chaperone
193499at2759,5018781at2759,CPR1,5,276,chaperone
193499at2759,4891954at2759,CPR1,5,276,chaperone
193499at2759,4844194at2759,CPR1,5,276,chaperone
193499at2759,761003at2759,CPR1,5,276,chaperone
1937912at2759,4993086at2759,KAT2B,2,41,Unclassified
1937912at2759,65689at2759,KAT2B,2,41,Unclassified
193931at2759,748044at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4808632at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4925430at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4931649at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,3497239at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4818030at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,782650at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4821519at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,587115at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4917280at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4909240at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4765643at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4807767at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4933839at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,304220at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4285417at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4922127at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4887729at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,761140at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4764467at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,796050at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4659845at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,305118at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4916991at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,5016912at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,770869at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,743596at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,3351618at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4810326at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4750184at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4928585at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,760470at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4806104at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4931273at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4661922at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4926814at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,719850at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4814179at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,2748256at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,5025358at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,2688013at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4948138at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,266465at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,413115at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,705319at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,530661at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4284897at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,793319at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4803982at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,5000663at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,5016338at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4973454at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4926175at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4880177at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4929890at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,144416at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4312817at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,5003890at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4128029at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4929260at2759,Prkaa2,14,333,protein modifying enzyme
193931at2759,4784394at2759,Prkaa2,14,333,protein modifying enzyme
196131at2759,646994at2759,PRP28,13,317,RNA metabolism
196131at2759,4940884at2759,PRP28,13,317,RNA metabolism
196131at2759,4892856at2759,PRP28,13,317,RNA metabolism
196131at2759,711441at2759,PRP28,13,317,RNA metabolism
196131at2759,5016609at2759,PRP28,13,317,RNA metabolism
196131at2759,4752297at2759,PRP28,13,317,RNA metabolism
196131at2759,2639712at2759,PRP28,13,317,RNA metabolism
196131at2759,531716at2759,PRP28,13,317,RNA metabolism
196131at2759,807977at2759,PRP28,13,317,RNA metabolism
196131at2759,810877at2759,PRP28,13,317,RNA metabolism
196131at2759,804788at2759,PRP28,13,317,RNA metabolism
196131at2759,2722126at2759,PRP28,13,317,RNA metabolism
196131at2759,4314409at2759,PRP28,13,317,RNA metabolism
196131at2759,5003842at2759,PRP28,13,317,RNA metabolism
196131at2759,456302at2759,PRP28,13,317,RNA metabolism
196131at2759,364427at2759,PRP28,13,317,RNA metabolism
196131at2759,5017598at2759,PRP28,13,317,RNA metabolism
196131at2759,531780at2759,PRP28,13,317,RNA metabolism
196131at2759,4908589at2759,PRP28,13,317,RNA metabolism
196131at2759,5004098at2759,PRP28,13,317,RNA metabolism
196131at2759,5017139at2759,PRP28,13,317,RNA metabolism
196131at2759,5005725at2759,PRP28,13,317,RNA metabolism
196131at2759,319577at2759,PRP28,13,317,RNA metabolism
196131at2759,4988636at2759,PRP28,13,317,RNA metabolism
196131at2759,4837600at2759,PRP28,13,317,RNA metabolism
197206at2759,2606508at2759,AIMP1,6,71,translational protein
197206at2759,5014513at2759,AIMP1,6,71,translational protein
197206at2759,4813760at2759,AIMP1,6,71,translational protein
197206at2759,632796at2759,AIMP1,6,71,translational protein
197206at2759,501596at2759,AIMP1,6,71,translational protein
197206at2759,4831809at2759,AIMP1,6,71,translational protein
197206at2759,806271at2759,AIMP1,6,71,translational protein
197206at2759,4914062at2759,AIMP1,6,71,translational protein
2011769at2759,4819201at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,591048at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,4980760at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,231445at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,4805182at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,622277at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,4942535at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,3393956at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,454606at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,4882316at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,4969022at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,807140at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,1936121at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,1979678at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,4939063at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,4891113at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,4924983at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,4836814at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,4911954at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,4808663at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,4327301at2759,SAR1,18,345,protein-binding activity modulator
2011769at2759,4920974at2759,SAR1,18,345,protein-binding activity modulator
206088at2759,4844068at2759,LIG3,3,74,DNA metabolism
206088at2759,3119832at2759,LIG3,3,74,DNA metabolism
206088at2759,4809030at2759,LIG3,3,74,DNA metabolism
206088at2759,4926837at2759,LIG3,3,74,DNA metabolism
206088at2759,4638319at2759,LIG3,3,74,DNA metabolism
206088at2759,2700672at2759,LIG3,3,74,DNA metabolism
206088at2759,794832at2759,LIG3,3,74,DNA metabolism
2110130at2759,5010609at2759,GCN20,3,190,translational protein
2110130at2759,4841129at2759,GCN20,3,190,translational protein
2110130at2759,2700732at2759,GCN20,3,190,translational protein
2110130at2759,4971892at2759,GCN20,3,190,translational protein
2110130at2759,5010211at2759,GCN20,3,190,translational protein
2110130at2759,5016169at2759,GCN20,3,190,translational protein
2110130at2759,4811060at2759,GCN20,3,190,translational protein
2110130at2759,4969551at2759,GCN20,3,190,translational protein
2110130at2759,747658at2759,GCN20,3,190,translational protein
2110130at2759,5020976at2759,GCN20,3,190,translational protein
2110130at2759,5001070at2759,GCN20,3,190,translational protein
2110130at2759,2458370at2759,GCN20,3,190,translational protein
2110130at2759,335501at2759,GCN20,3,190,translational protein
2110130at2759,2679497at2759,GCN20,3,190,translational protein
2110130at2759,2459754at2759,GCN20,3,190,translational protein
2110130at2759,702658at2759,GCN20,3,190,translational protein
2110130at2759,4819413at2759,GCN20,3,190,translational protein
2110130at2759,801401at2759,GCN20,3,190,translational protein
2110130at2759,2971755at2759,GCN20,3,190,translational protein
21243at2759,2777260at2759,KARS1,1,72,translational protein
21243at2759,4845378at2759,KARS1,1,72,translational protein
21243at2759,5023593at2759,KARS1,1,72,translational protein
21243at2759,5020212at2759,KARS1,1,72,translational protein
21243at2759,4888141at2759,KARS1,1,72,translational protein
21243at2759,5019965at2759,KARS1,1,72,translational protein
21243at2759,4895814at2759,KARS1,1,72,translational protein
2127950at2759,4262841at2759,TBP,3,66,RNA metabolism
2127950at2759,4971937at2759,TBP,3,66,RNA metabolism
2127950at2759,3204960at2759,TBP,3,66,RNA metabolism
2127950at2759,3199917at2759,TBP,3,66,RNA metabolism
2127950at2759,225537at2759,TBP,3,66,RNA metabolism
2127950at2759,3407254at2759,TBP,3,66,RNA metabolism
2127950at2759,4929964at2759,TBP,3,66,RNA metabolism
2127950at2759,4100224at2759,TBP,3,66,RNA metabolism
2143914at2759,225139at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,447116at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,647042at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,564026at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,608784at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4844226at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4868214at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,180126at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,5001581at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,678435at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,2639193at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4924394at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,122330at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,477517at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4938265at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,630373at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,724557at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,258205at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,300105at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,3499294at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,675888at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,645834at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,324988at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,662339at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,163806at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4936968at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4777619at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4781451at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4938785at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,682648at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4917776at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4928032at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4935362at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,538786at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,669856at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,769638at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4934290at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4919028at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,89261at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4941397at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,753474at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4883001at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,527827at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,368372at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,661723at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4942352at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,31124at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,280306at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,587298at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,781738at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4917252at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4936992at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,2587905at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,62565at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,771911at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,724238at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,697888at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4937642at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4936732at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,259171at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,185190at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,684255at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,772969at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,71596at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,610643at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,285691at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,614757at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,311215at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,1673738at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,218401at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,320559at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,229208at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4925267at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4930310at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4922562at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,498963at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4924712at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4920090at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4930812at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,156951at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4948125at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,424260at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,396232at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,254288at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,62924at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,550476at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,771691at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4935444at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,88586at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,759463at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4925842at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4942728at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,803865at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,215756at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,229089at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,2500407at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4918651at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,196530at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,215668at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,94817at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,324989at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,304095at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4933862at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,773417at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,299242at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,2294539at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,74578at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,669249at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,1714933at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4939537at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,459971at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4920968at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,294096at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,1930650at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4923844at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,175695at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4941293at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4938831at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,290744at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,79349at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,599995at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4918625at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,665612at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,2661984at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,159035at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,128776at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,410069at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,58205at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4930237at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,219094at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,447397at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4938292at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,780260at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,274504at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,612507at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,409489at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4936467at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,324754at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4927847at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,2572883at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,437185at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4924693at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4894161at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,1933197at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4931367at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,684944at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4943345at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,398928at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,629432at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4937071at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4948921at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,328523at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,427136at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,320956at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4932002at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,2720639at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,4932629at2759,Myb,5,716,gene-specific transcriptional regulator
2143914at2759,203765at2759,Myb,5,716,gene-specific transcriptional regulator
21449at2759,4423884at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,746734at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4844442at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,669756at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4900297at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4845259at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4845817at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4696242at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,3957329at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,1820927at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4930558at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,2617674at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,442487at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4747906at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,5005739at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4583382at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4888235at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,2702485at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4886842at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,3507221at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4946785at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4889099at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,331425at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,665892at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4780578at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,550904at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,644759at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4816049at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,5019471at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,5020639at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4949984at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,763239at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,5003434at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4847569at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4254721at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,2684494at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,2500160at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4282667at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4819404at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4909403at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,3297393at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4814090at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,108957at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4935923at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,230709at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4896010at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4816180at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,795434at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,4888021at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,1725113at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,101578at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,765191at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,611600at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,3631218at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,2748479at2759,BAZ2A,7,178,gene-specific transcriptional regulator
